ordernumber,orderdate,year,month,month_name,country,territory,productline,dealsize,quantityordered,priceeach,sales,calc_sales,sales_valid
10316,2004-11-01,2004,11,Nov,Uk,Emea,Vintage Cars,Medium,47,86.81,4080.07,4080.07,True
10316,2004-11-01,2004,11,Nov,Uk,Emea,Ships,Medium,48,74.45,3573.6,3573.6,True
10316,2004-11-01,2004,11,Nov,Uk,Emea,Vintage Cars,Small,24,59.16,1419.84,1419.84,True
10316,2004-11-01,2004,11,Nov,Uk,Emea,Planes,Small,34,43.7,1485.8,1485.8,True
10316,2004-11-01,2004,11,Nov,Uk,Emea,Ships,Medium,45,93.24,4195.8,4195.8,True
10348,2004-11-01,2004,11,Nov,Spain,Emea,Classic Cars,Small,32,82.83,2650.56,2650.56,True
10316,2004-11-01,2004,11,Nov,Uk,Emea,Vintage Cars,Medium,47,76.93,3615.71,3615.710000000001,True
10316,2004-11-01,2004,11,Nov,Uk,Emea,Vintage Cars,Small,34,47.57,1617.38,1617.38,True
10316,2004-11-01,2004,11,Nov,Uk,Emea,Planes,Small,34,63.71,2166.14,2166.14,True
10318,2004-11-02,2004,11,Nov,Usa,Unknown,Motorcycles,Medium,46,94.74,4358.04,4358.04,True
10318,2004-11-02,2004,11,Nov,Usa,Unknown,Motorcycles,Small,42,52.7,2213.4,2213.4,True
10318,2004-11-02,2004,11,Nov,Usa,Unknown,Motorcycles,Small,26,86.83,2257.58,2257.58,True
10317,2004-11-02,2004,11,Nov,Usa,Unknown,Planes,Small,35,83.32,2916.2,2916.2,True
10319,2004-11-03,2004,11,Nov,Usa,Unknown,Motorcycles,Medium,45,77.29,3478.05,3478.05,True
10320,2004-11-03,2004,11,Nov,Sweden,Emea,Classic Cars,Small,38,73.42,2789.96,2789.96,True
10319,2004-11-03,2004,11,Nov,Usa,Unknown,Motorcycles,Small,29,38.22,1108.38,1108.38,True
10319,2004-11-03,2004,11,Nov,Usa,Unknown,Motorcycles,Small,31,81.73,2533.63,2533.63,True
10319,2004-11-03,2004,11,Nov,Usa,Unknown,Classic Cars,Medium,46,73.98,3403.08,3403.08,True
10320,2004-11-03,2004,11,Nov,Sweden,Emea,Classic Cars,Small,26,61.23,1591.98,1591.98,True
10319,2004-11-03,2004,11,Nov,Usa,Unknown,Motorcycles,Small,44,59.06,2598.64,2598.64,True
10319,2004-11-03,2004,11,Nov,Usa,Unknown,Classic Cars,Medium,43,85.69,3684.67,3684.67,True
10322,2004-11-04,2004,11,Nov,Usa,Unknown,Vintage Cars,Small,41,29.87,1224.67,1224.67,True
10321,2004-11-04,2004,11,Nov,Usa,Unknown,Classic Cars,Small,21,89.95,1888.95,1888.95,True
10321,2004-11-04,2004,11,Nov,Usa,Unknown,Classic Cars,Small,30,72.7,2181.0,2181.0,True
10322,2004-11-04,2004,11,Nov,Usa,Unknown,Classic Cars,Small,46,61.99,2851.54,2851.54,True
10322,2004-11-04,2004,11,Nov,Usa,Unknown,Vintage Cars,Medium,43,86.3,3710.9,3710.9,True
10321,2004-11-04,2004,11,Nov,Usa,Unknown,Classic Cars,Small,37,78.54,2905.98,2905.98,True
10321,2004-11-04,2004,11,Nov,Usa,Unknown,Classic Cars,Small,30,70.55,2116.5,2116.5,True
10321,2004-11-04,2004,11,Nov,Usa,Unknown,Classic Cars,Small,48,42.26,2028.48,2028.48,True
10322,2004-11-04,2004,11,Nov,Usa,Unknown,Vintage Cars,Small,41,57.68,2364.88,2364.88,True
10321,2004-11-04,2004,11,Nov,Usa,Unknown,Classic Cars,Medium,39,84.75,3305.25,3305.25,True
10322,2004-11-04,2004,11,Nov,Usa,Unknown,Vintage Cars,Small,48,47.04,2257.92,2257.92,True
10322,2004-11-04,2004,11,Nov,Usa,Unknown,Trucks And Buses,Small,35,61.21,2142.35,2142.35,True
10321,2004-11-04,2004,11,Nov,Usa,Unknown,Classic Cars,Small,37,33.23,1229.51,1229.51,True
10325,2004-11-05,2004,11,Nov,Norway,Emea,Classic Cars,Small,42,64.0,2688.0,2688.0,True
10323,2004-11-05,2004,11,Nov,Germany,Emea,Vintage Cars,Medium,33,91.27,3011.91,3011.91,True
10324,2004-11-05,2004,11,Nov,Usa,Unknown,Trucks And Buses,Small,20,98.18,1963.6,1963.6,True
10324,2004-11-05,2004,11,Nov,Usa,Unknown,Classic Cars,Small,25,69.16,1729.0,1729.0,True
10324,2004-11-05,2004,11,Nov,Usa,Unknown,Trucks And Buses,Small,26,58.38,1517.88,1517.88,True
10325,2004-11-05,2004,11,Nov,Norway,Emea,Vintage Cars,Small,24,69.12,1658.88,1658.88,True
10324,2004-11-05,2004,11,Nov,Usa,Unknown,Trucks And Buses,Small,33,37.48,1236.84,1236.84,True
10324,2004-11-05,2004,11,Nov,Usa,Unknown,Classic Cars,Small,27,54.33,1466.91,1466.91,True
10325,2004-11-05,2004,11,Nov,Norway,Emea,Classic Cars,Medium,47,64.93,3051.71,3051.71,True
10326,2004-11-09,2004,11,Nov,Sweden,Emea,Vintage Cars,Small,20,92.25,1845.0,1845.0,True
10326,2004-11-09,2004,11,Nov,Sweden,Emea,Ships,Small,39,60.0,2340.0,2340.0,True
10326,2004-11-09,2004,11,Nov,Sweden,Emea,Vintage Cars,Medium,50,86.01,4300.5,4300.5,True
10326,2004-11-09,2004,11,Nov,Sweden,Emea,Vintage Cars,Medium,41,85.85,3519.85,3519.85,True
10327,2004-11-10,2004,11,Nov,Denmark,Emea,Ships,Medium,37,86.61,3204.57,3204.57,True
10327,2004-11-10,2004,11,Nov,Denmark,Emea,Ships,Small,25,45.86,1146.5,1146.5,True
10327,2004-11-10,2004,11,Nov,Denmark,Emea,Ships,Medium,37,86.74,3209.38,3209.38,True
10327,2004-11-10,2004,11,Nov,Denmark,Emea,Ships,Medium,43,80.0,3440.0,3440.0,True
10327,2004-11-10,2004,11,Nov,Denmark,Emea,Ships,Small,21,96.31,2022.51,2022.51,True
10328,2004-11-12,2004,11,Nov,Italy,Emea,Vintage Cars,Small,24,81.17,1948.08,1948.08,True
10328,2004-11-12,2004,11,Nov,Italy,Emea,Vintage Cars,Small,34,51.93,1765.62,1765.62,True
10328,2004-11-12,2004,11,Nov,Italy,Emea,Vintage Cars,Small,20,72.98,1459.6,1459.6,True
10328,2004-11-12,2004,11,Nov,Italy,Emea,Planes,Medium,47,87.54,4114.38,4114.38,True
10328,2004-11-12,2004,11,Nov,Italy,Emea,Planes,Medium,39,85.87,3348.93,3348.93,True
10328,2004-11-12,2004,11,Nov,Italy,Emea,Planes,Small,48,58.92,2828.16,2828.16,True
10328,2004-11-12,2004,11,Nov,Italy,Emea,Planes,Small,33,64.0,2112.0,2112.0,True
10328,2004-11-12,2004,11,Nov,Italy,Emea,Planes,Small,43,60.86,2616.98,2616.98,True
10328,2004-11-12,2004,11,Nov,Italy,Emea,Planes,Small,35,76.43,2675.05,2675.05,True
10329,2004-11-15,2004,11,Nov,Usa,Unknown,Classic Cars,Small,39,64.74,2524.86,2524.86,True
10329,2004-11-15,2004,11,Nov,Usa,Unknown,Classic Cars,Small,41,71.47,2930.27,2930.27,True
10329,2004-11-15,2004,11,Nov,Usa,Unknown,Motorcycles,Medium,37,94.43,3493.91,3493.91,True
10329,2004-11-15,2004,11,Nov,Usa,Unknown,Classic Cars,Small,38,59.1,2245.8,2245.8,True
10329,2004-11-15,2004,11,Nov,Usa,Unknown,Classic Cars,Medium,46,83.63,3846.98,3846.98,True
10329,2004-11-15,2004,11,Nov,Usa,Unknown,Planes,Medium,44,86.13,3789.72,3789.72,True
10329,2004-11-15,2004,11,Nov,Usa,Unknown,Motorcycles,Small,45,63.91,2875.95,2875.95,True
10329,2004-11-15,2004,11,Nov,Usa,Unknown,Motorcycles,Small,30,87.78,2633.4,2633.4,True
10330,2004-11-16,2004,11,Nov,Philippines,Japan,Motorcycles,Small,29,69.63,2019.27,2019.27,True
10330,2004-11-16,2004,11,Nov,Philippines,Japan,Motorcycles,Medium,42,81.03,3403.26,3403.26,True
10331,2004-11-17,2004,11,Nov,Usa,Unknown,Classic Cars,Small,27,42.24,1140.48,1140.48,True
10332,2004-11-17,2004,11,Nov,Uk,Emea,Classic Cars,Small,45,34.19,1538.55,1538.55,True
10332,2004-11-17,2004,11,Nov,Uk,Emea,Classic Cars,Small,31,37.18,1152.58,1152.58,True
10332,2004-11-17,2004,11,Nov,Uk,Emea,Vintage Cars,Medium,38,84.25,3201.5,3201.5,True
10331,2004-11-17,2004,11,Nov,Usa,Unknown,Vintage Cars,Medium,44,74.04,3257.76,3257.76,True
10332,2004-11-17,2004,11,Nov,Uk,Emea,Vintage Cars,Medium,45,81.91,3685.95,3685.95,True
10331,2004-11-17,2004,11,Nov,Usa,Unknown,Classic Cars,Small,26,67.91,1765.66,1765.66,True
10332,2004-11-17,2004,11,Nov,Uk,Emea,Classic Cars,Small,44,42.26,1859.44,1859.44,True
10331,2004-11-17,2004,11,Nov,Usa,Unknown,Classic Cars,Small,26,64.9,1687.4,1687.4,True
10332,2004-11-17,2004,11,Nov,Uk,Emea,Vintage Cars,Small,24,52.67,1264.08,1264.08,True
10332,2004-11-17,2004,11,Nov,Uk,Emea,Vintage Cars,Small,35,64.69,2264.15,2264.15,True
10332,2004-11-17,2004,11,Nov,Uk,Emea,Vintage Cars,Medium,41,77.24,3166.84,3166.84,True
10332,2004-11-17,2004,11,Nov,Uk,Emea,Vintage Cars,Small,26,85.52,2223.52,2223.52,True
10332,2004-11-17,2004,11,Nov,Uk,Emea,Classic Cars,Small,20,87.96,1759.2,1759.2,True
10332,2004-11-17,2004,11,Nov,Uk,Emea,Classic Cars,Medium,39,86.72,3382.08,3382.08,True
10332,2004-11-17,2004,11,Nov,Uk,Emea,Vintage Cars,Small,40,39.8,1592.0,1592.0,True
10332,2004-11-17,2004,11,Nov,Uk,Emea,Vintage Cars,Small,27,89.89,2427.03,2427.03,True
10331,2004-11-17,2004,11,Nov,Usa,Unknown,Classic Cars,Small,30,32.47,974.1,974.1,True
10332,2004-11-17,2004,11,Nov,Uk,Emea,Classic Cars,Small,23,56.84,1307.32,1307.32,True
10332,2004-11-17,2004,11,Nov,Uk,Emea,Vintage Cars,Medium,46,95.13,4375.98,4375.98,True
10333,2004-11-18,2004,11,Nov,Usa,Unknown,Vintage Cars,Small,31,90.17,2795.27,2795.27,True
10333,2004-11-18,2004,11,Nov,Usa,Unknown,Vintage Cars,Small,24,79.86,1916.64,1916.64,True
10333,2004-11-18,2004,11,Nov,Usa,Unknown,Trucks And Buses,Medium,33,99.21,3273.93,3273.93,True
10333,2004-11-18,2004,11,Nov,Usa,Unknown,Trucks And Buses,Small,29,40.25,1167.25,1167.25,True
10333,2004-11-18,2004,11,Nov,Usa,Unknown,Trucks And Buses,Small,33,73.69,2431.77,2431.77,True
10335,2004-11-19,2004,11,Nov,Usa,Unknown,Classic Cars,Small,33,37.13,1225.29,1225.29,True
10335,2004-11-19,2004,11,Nov,Usa,Unknown,Trucks And Buses,Small,40,60.6,2424.0,2424.0,True
10336,2004-11-20,2004,11,Nov,France,Emea,Classic Cars,Small,33,57.22,1888.26,1888.26,True
10336,2004-11-20,2004,11,Nov,France,Emea,Classic Cars,Medium,49,63.38,3105.62,3105.62,True
10336,2004-11-20,2004,11,Nov,France,Emea,Trains,Small,31,84.71,2626.01,2626.01,True
10337,2004-11-21,2004,11,Nov,Usa,Unknown,Ships,Small,36,71.89,2588.04,2588.04,True
10337,2004-11-21,2004,11,Nov,Usa,Unknown,Ships,Small,31,89.38,2770.78,2770.78,True
10337,2004-11-21,2004,11,Nov,Usa,Unknown,Classic Cars,Small,25,48.05,1201.25,1201.25,True
10337,2004-11-21,2004,11,Nov,Usa,Unknown,Ships,Medium,42,97.16,4080.72,4080.72,True
10337,2004-11-21,2004,11,Nov,Usa,Unknown,Ships,Small,36,70.3,2530.8,2530.8,True
10337,2004-11-21,2004,11,Nov,Usa,Unknown,Ships,Small,29,71.97,2087.13,2087.13,True
10338,2004-11-22,2004,11,Nov,Belgium,Emea,Ships,Small,28,82.58,2312.24,2312.24,True
10339,2004-11-23,2004,11,Nov,Japan,Japan,Vintage Cars,Small,29,99.69,2891.01,2891.01,True
10339,2004-11-23,2004,11,Nov,Japan,Japan,Planes,Medium,45,96.92,4361.4,4361.4,True
10339,2004-11-23,2004,11,Nov,Japan,Japan,Ships,Medium,55,71.25,3918.75,3918.75,True
10339,2004-11-23,2004,11,Nov,Japan,Japan,Planes,Small,50,57.86,2893.0,2893.0,True
10339,2004-11-23,2004,11,Nov,Japan,Japan,Motorcycles,Small,40,68.92,2756.8,2756.8,True
10339,2004-11-23,2004,11,Nov,Japan,Japan,Motorcycles,Small,27,84.39,2278.53,2278.53,True
10339,2004-11-23,2004,11,Nov,Japan,Japan,Planes,Small,21,50.65,1063.65,1063.65,True
10339,2004-11-23,2004,11,Nov,Japan,Japan,Motorcycles,Small,30,62.16,1864.8,1864.8,True
10339,2004-11-23,2004,11,Nov,Japan,Japan,Ships,Medium,50,74.35,3717.5,3717.5,True
10339,2004-11-23,2004,11,Nov,Japan,Japan,Planes,Small,27,76.31,2060.37,2060.37,True
10339,2004-11-23,2004,11,Nov,Japan,Japan,Motorcycles,Small,39,76.67,2990.13,2990.13,True
10339,2004-11-23,2004,11,Nov,Japan,Japan,Vintage Cars,Small,42,59.36,2493.12,2493.12,True
10343,2004-11-24,2004,11,Nov,France,Emea,Classic Cars,Small,25,52.32,1308.0,1308.0,True
10340,2004-11-24,2004,11,Nov,Spain,Emea,Vintage Cars,Small,39,59.16,2307.24,2307.24,True
10343,2004-11-24,2004,11,Nov,France,Emea,Classic Cars,Small,27,36.21,977.67,977.67,True
10342,2004-11-24,2004,11,Nov,Australia,Apac,Classic Cars,Small,25,66.74,1668.5,1668.5,True
10342,2004-11-24,2004,11,Nov,Australia,Apac,Classic Cars,Small,48,62.45,2997.6,2997.6,True
10340,2004-11-24,2004,11,Nov,Spain,Emea,Vintage Cars,Small,40,50.62,2024.8,2024.8,True
10341,2004-11-24,2004,11,Nov,Austria,Emea,Classic Cars,Medium,55,75.2,4136.0,4136.0,True
10341,2004-11-24,2004,11,Nov,Austria,Emea,Classic Cars,Medium,36,93.56,3368.16,3368.16,True
10342,2004-11-24,2004,11,Nov,Australia,Apac,Motorcycles,Small,26,55.95,1454.7,1454.7,True
10340,2004-11-24,2004,11,Nov,Spain,Emea,Planes,Medium,55,87.75,4826.25,4826.25,True
10342,2004-11-24,2004,11,Nov,Australia,Apac,Classic Cars,Medium,55,65.45,3599.75,3599.75,True
10340,2004-11-24,2004,11,Nov,Spain,Emea,Planes,Medium,40,84.77,3390.8,3390.8,True
10340,2004-11-24,2004,11,Nov,Spain,Emea,Motorcycles,Medium,55,79.98,4398.9,4398.900000000001,True
10341,2004-11-24,2004,11,Nov,Austria,Emea,Classic Cars,Medium,45,79.65,3584.25,3584.25,True
10343,2004-11-24,2004,11,Nov,France,Emea,Classic Cars,Medium,44,84.88,3734.72,3734.72,True
10341,2004-11-24,2004,11,Nov,Austria,Emea,Classic Cars,Medium,44,95.93,4220.92,4220.92,True
10340,2004-11-24,2004,11,Nov,Spain,Emea,Planes,Small,30,88.6,2658.0,2658.0,True
10342,2004-11-24,2004,11,Nov,Australia,Apac,Classic Cars,Small,39,40.4,1575.6,1575.6,True
10341,2004-11-24,2004,11,Nov,Austria,Emea,Motorcycles,Small,31,71.02,2201.62,2201.62,True
10344,2004-11-25,2004,11,Nov,France,Emea,Classic Cars,Small,26,63.43,1649.18,1649.18,True
10344,2004-11-25,2004,11,Nov,France,Emea,Vintage Cars,Small,20,35.18,703.6,703.6,True
10345,2004-11-25,2004,11,Nov,France,Emea,Vintage Cars,Small,43,53.76,2311.68,2311.68,True
10344,2004-11-25,2004,11,Nov,France,Emea,Classic Cars,Small,29,59.53,1726.37,1726.37,True
10344,2004-11-25,2004,11,Nov,France,Emea,Vintage Cars,Small,40,56.91,2276.4,2276.4,True
10346,2004-11-29,2004,11,Nov,Usa,Unknown,Classic Cars,Small,24,87.24,2093.76,2093.76,True
10346,2004-11-29,2004,11,Nov,Usa,Unknown,Classic Cars,Small,26,95.88,2492.88,2492.88,True
10346,2004-11-29,2004,11,Nov,Usa,Unknown,Vintage Cars,Small,22,97.44,2143.68,2143.68,True
10347,2004-11-29,2004,11,Nov,Australia,Apac,Vintage Cars,Small,34,64.96,2208.64,2208.64,True
10347,2004-11-29,2004,11,Nov,Australia,Apac,Trucks And Buses,Small,42,49.6,2083.2,2083.2,True
10347,2004-11-29,2004,11,Nov,Australia,Apac,Vintage Cars,Small,21,58.95,1237.95,1237.95,True
10346,2004-11-29,2004,11,Nov,Usa,Unknown,Vintage Cars,Small,42,36.11,1516.62,1516.62,True
10349,2004-12-01,2004,12,Dec,Usa,Unknown,Classic Cars,Small,48,47.4,2275.2,2275.2,True
10349,2004-12-01,2004,12,Dec,Usa,Unknown,Classic Cars,Small,36,37.13,1336.68,1336.68,True
10349,2004-12-01,2004,12,Dec,Usa,Unknown,Trucks And Buses,Small,33,46.53,1535.49,1535.49,True
10350,2004-12-02,2004,12,Dec,Spain,Emea,Ships,Medium,46,76.67,3526.82,3526.82,True
10350,2004-12-02,2004,12,Dec,Spain,Emea,Trains,Medium,41,93.04,3814.64,3814.64,True
10350,2004-12-02,2004,12,Dec,Spain,Emea,Ships,Small,34,50.33,1711.22,1711.22,True
10350,2004-12-02,2004,12,Dec,Spain,Emea,Ships,Small,29,75.35,2185.15,2185.15,True
10350,2004-12-02,2004,12,Dec,Spain,Emea,Trucks And Buses,Small,31,71.4,2213.4,2213.4,True
10350,2004-12-02,2004,12,Dec,Spain,Emea,Ships,Small,43,64.97,2793.71,2793.71,True
10350,2004-12-02,2004,12,Dec,Spain,Emea,Classic Cars,Small,26,75.47,1962.22,1962.22,True
10350,2004-12-02,2004,12,Dec,Spain,Emea,Ships,Small,31,77.34,2397.54,2397.54,True
10350,2004-12-02,2004,12,Dec,Spain,Emea,Vintage Cars,Small,25,60.34,1508.5,1508.5,True
10351,2004-12-03,2004,12,Dec,Uk,Emea,Planes,Small,25,74.68,1867.0,1867.0,True
10351,2004-12-03,2004,12,Dec,Uk,Emea,Planes,Medium,39,99.52,3881.28,3881.28,True
10352,2004-12-03,2004,12,Dec,Usa,Unknown,Planes,Small,49,52.64,2579.36,2579.36,True
10352,2004-12-03,2004,12,Dec,Usa,Unknown,Planes,Small,22,75.51,1661.22,1661.22,True
10351,2004-12-03,2004,12,Dec,Uk,Emea,Planes,Small,34,59.37,2018.58,2018.58,True
10351,2004-12-03,2004,12,Dec,Uk,Emea,Vintage Cars,Small,38,68.38,2598.44,2598.44,True
10353,2004-12-04,2004,12,Dec,Usa,Unknown,Vintage Cars,Medium,40,82.21,3288.4,3288.4,True
10353,2004-12-04,2004,12,Dec,Usa,Unknown,Planes,Medium,43,81.95,3523.85,3523.85,True
10353,2004-12-04,2004,12,Dec,Usa,Unknown,Motorcycles,Medium,46,81.17,3733.82,3733.82,True
10353,2004-12-04,2004,12,Dec,Usa,Unknown,Planes,Medium,35,89.9,3146.5,3146.5,True
10353,2004-12-04,2004,12,Dec,Usa,Unknown,Planes,Small,28,71.73,2008.44,2008.44,True
10353,2004-12-04,2004,12,Dec,Usa,Unknown,Planes,Medium,48,68.8,3302.4,3302.4,True
10353,2004-12-04,2004,12,Dec,Usa,Unknown,Vintage Cars,Small,40,44.51,1780.4,1780.4,True
10355,2004-12-07,2004,12,Dec,Spain,Emea,Motorcycles,Small,31,53.47,1657.57,1657.57,True
10355,2004-12-07,2004,12,Dec,Spain,Emea,Classic Cars,Small,44,62.45,2747.8,2747.8,True
10355,2004-12-07,2004,12,Dec,Spain,Emea,Motorcycles,Small,41,70.65,2896.65,2896.65,True
10355,2004-12-07,2004,12,Dec,Spain,Emea,Classic Cars,Small,28,95.39,2670.92,2670.92,True
10355,2004-12-07,2004,12,Dec,Spain,Emea,Motorcycles,Small,38,39.83,1513.54,1513.54,True
10355,2004-12-07,2004,12,Dec,Spain,Emea,Classic Cars,Small,36,38.52,1386.72,1386.72,True
10356,2004-12-09,2004,12,Dec,France,Emea,Classic Cars,Small,27,64.69,1746.63,1746.63,True
10356,2004-12-09,2004,12,Dec,France,Emea,Vintage Cars,Small,50,50.18,2509.0,2509.0,True
10356,2004-12-09,2004,12,Dec,France,Emea,Classic Cars,Medium,43,97.6,4196.8,4196.8,True
10356,2004-12-09,2004,12,Dec,France,Emea,Vintage Cars,Small,26,31.86,828.36,828.36,True
10356,2004-12-09,2004,12,Dec,France,Emea,Vintage Cars,Small,22,72.41,1593.02,1593.02,True
10358,2004-12-10,2004,12,Dec,Spain,Emea,Classic Cars,Small,32,93.49,2991.68,2991.68,True
10357,2004-12-10,2004,12,Dec,Usa,Unknown,Trucks And Buses,Small,41,61.99,2541.59,2541.59,True
10358,2004-12-10,2004,12,Dec,Spain,Emea,Trucks And Buses,Small,42,64.16,2694.72,2694.72,True
10358,2004-12-10,2004,12,Dec,Spain,Emea,Classic Cars,Small,44,60.76,2673.44,2673.44,True
10357,2004-12-10,2004,12,Dec,Usa,Unknown,Vintage Cars,Medium,41,87.13,3572.33,3572.33,True
10358,2004-12-10,2004,12,Dec,Spain,Emea,Classic Cars,Small,49,55.34,2711.66,2711.66,True
10357,2004-12-10,2004,12,Dec,Usa,Unknown,Trucks And Buses,Medium,39,98.0,3822.0,3822.0,True
10358,2004-12-10,2004,12,Dec,Spain,Emea,Classic Cars,Small,36,82.94,2985.84,2985.84,True
10357,2004-12-10,2004,12,Dec,Usa,Unknown,Vintage Cars,Medium,49,70.58,3458.42,3458.42,True
10358,2004-12-10,2004,12,Dec,Spain,Emea,Trucks And Buses,Small,20,36.42,728.4,728.4000000000001,True
10359,2004-12-15,2004,12,Dec,France,Emea,Classic Cars,Small,48,54.68,2624.64,2624.64,True
10359,2004-12-15,2004,12,Dec,France,Emea,Classic Cars,Medium,49,62.09,3042.41,3042.41,True
10359,2004-12-15,2004,12,Dec,France,Emea,Trains,Small,25,64.93,1623.25,1623.25,True
10361,2004-12-17,2004,12,Dec,Australia,Apac,Planes,Small,23,95.2,2189.6,2189.6,True
10361,2004-12-17,2004,12,Dec,Australia,Apac,Planes,Small,25,62.46,1561.5,1561.5,True
10361,2004-12-17,2004,12,Dec,Australia,Apac,Motorcycles,Small,20,72.55,1451.0,1451.0,True
10361,2004-12-17,2004,12,Dec,Australia,Apac,Motorcycles,Small,26,51.15,1329.9,1329.9,True
10361,2004-12-17,2004,12,Dec,Australia,Apac,Planes,Medium,44,72.42,3186.48,3186.48,True
10361,2004-12-17,2004,12,Dec,Australia,Apac,Ships,Small,24,45.39,1089.36,1089.36,True
10361,2004-12-17,2004,12,Dec,Australia,Apac,Vintage Cars,Medium,49,72.33,3544.17,3544.17,True
10361,2004-12-17,2004,12,Dec,Australia,Apac,Planes,Small,20,60.54,1210.8,1210.8,True
10361,2004-12-17,2004,12,Dec,Australia,Apac,Vintage Cars,Small,33,82.59,2725.47,2725.47,True
10362,2005-01-05,2005,1,Jan,Usa,Unknown,Motorcycles,Medium,50,96.92,4846.0,4846.0,True
10362,2005-01-05,2005,1,Jan,Usa,Unknown,Motorcycles,Small,23,49.67,1142.41,1142.41,True
10363,2005-01-06,2005,1,Jan,Finland,Emea,Classic Cars,Medium,46,88.45,4068.7,4068.7,True
10363,2005-01-06,2005,1,Jan,Finland,Emea,Classic Cars,Small,46,60.3,2773.8,2773.8,True
10363,2005-01-06,2005,1,Jan,Finland,Emea,Motorcycles,Small,43,61.23,2632.89,2632.89,True
10363,2005-01-06,2005,1,Jan,Finland,Emea,Classic Cars,Small,28,58.18,1629.04,1629.04,True
10363,2005-01-06,2005,1,Jan,Finland,Emea,Classic Cars,Small,31,94.58,2931.98,2931.98,True
10364,2005-01-06,2005,1,Jan,France,Emea,Motorcycles,Small,48,48.28,2317.44,2317.44,True
10363,2005-01-06,2005,1,Jan,Finland,Emea,Motorcycles,Small,32,89.12,2851.84,2851.84,True
10363,2005-01-06,2005,1,Jan,Finland,Emea,Classic Cars,Small,34,81.62,2775.08,2775.08,True
10363,2005-01-06,2005,1,Jan,Finland,Emea,Classic Cars,Medium,34,96.73,3288.82,3288.82,True
10363,2005-01-06,2005,1,Jan,Finland,Emea,Classic Cars,Small,33,85.39,2817.87,2817.87,True
10365,2005-01-07,2005,1,Jan,Usa,Unknown,Classic Cars,Small,30,87.06,2611.8,2611.8,True
10367,2005-01-12,2005,1,Jan,Usa,Unknown,Classic Cars,Small,21,60.37,1267.77,1267.77,True
10367,2005-01-12,2005,1,Jan,Usa,Unknown,Vintage Cars,Small,28,30.59,856.52,856.52,True
10367,2005-01-12,2005,1,Jan,Usa,Unknown,Classic Cars,Medium,44,85.25,3751.0,3751.0,True
10367,2005-01-12,2005,1,Jan,Usa,Unknown,Classic Cars,Small,38,38.5,1463.0,1463.0,True
10367,2005-01-12,2005,1,Jan,Usa,Unknown,Vintage Cars,Small,43,62.72,2696.96,2696.96,True
10367,2005-01-12,2005,1,Jan,Usa,Unknown,Vintage Cars,Small,23,36.29,834.67,834.67,True
10367,2005-01-12,2005,1,Jan,Usa,Unknown,Vintage Cars,Medium,32,94.79,3033.28,3033.28,True
10367,2005-01-12,2005,1,Jan,Usa,Unknown,Classic Cars,Small,49,56.3,2758.7,2758.7,True
10368,2005-01-19,2005,1,Jan,Usa,Unknown,Classic Cars,Small,20,99.58,1991.6,1991.6,True
10368,2005-01-19,2005,1,Jan,Usa,Unknown,Classic Cars,Medium,46,79.62,3662.52,3662.52,True
10368,2005-01-19,2005,1,Jan,Usa,Unknown,Vintage Cars,Small,46,37.34,1717.64,1717.64,True
10370,2005-01-20,2005,1,Jan,Australia,Apac,Classic Cars,Small,27,56.85,1534.95,1534.95,True
10369,2005-01-20,2005,1,Jan,Usa,Unknown,Vintage Cars,Medium,40,86.92,3476.8,3476.8,True
10369,2005-01-20,2005,1,Jan,Usa,Unknown,Vintage Cars,Small,28,44.21,1237.88,1237.88,True
10369,2005-01-20,2005,1,Jan,Usa,Unknown,Vintage Cars,Medium,45,73.08,3288.6,3288.6,True
10369,2005-01-20,2005,1,Jan,Usa,Unknown,Vintage Cars,Small,21,94.22,1978.62,1978.62,True
10370,2005-01-20,2005,1,Jan,Australia,Apac,Trucks And Buses,Small,29,57.53,1668.37,1668.37,True
10369,2005-01-20,2005,1,Jan,Usa,Unknown,Vintage Cars,Medium,32,98.63,3156.16,3156.16,True
10370,2005-01-20,2005,1,Jan,Australia,Apac,Trucks And Buses,Small,22,96.86,2130.92,2130.92,True
10370,2005-01-20,2005,1,Jan,Australia,Apac,Classic Cars,Small,35,65.63,2297.05,2297.05,True
10371,2005-01-23,2005,1,Jan,Usa,Unknown,Trucks And Buses,Small,49,35.71,1749.79,1749.79,True
10371,2005-01-23,2005,1,Jan,Usa,Unknown,Classic Cars,Small,25,97.27,2431.75,2431.75,True
10371,2005-01-23,2005,1,Jan,Usa,Unknown,Classic Cars,Small,28,50.32,1408.96,1408.96,True
10371,2005-01-23,2005,1,Jan,Usa,Unknown,Trucks And Buses,Small,48,56.55,2714.4,2714.4,True
10371,2005-01-23,2005,1,Jan,Usa,Unknown,Trains,Small,30,99.55,2986.5,2986.5,True
10371,2005-01-23,2005,1,Jan,Usa,Unknown,Trucks And Buses,Small,20,66.47,1329.4,1329.4,True
10372,2005-01-26,2005,1,Jan,Japan,Japan,Trains,Small,25,84.71,2117.75,2117.75,True
10372,2005-01-26,2005,1,Jan,Japan,Japan,Vintage Cars,Medium,41,86.89,3562.49,3562.49,True
10372,2005-01-26,2005,1,Jan,Japan,Japan,Trains,Small,24,58.58,1405.92,1405.92,True
10373,2005-01-31,2005,1,Jan,Finland,Emea,Planes,Small,39,73.0,2847.0,2847.0,True
